String Index	Text
a23	ÿc4(Dirk)\nGambling
a24	ÿc4(Kris)\nGambling
a25	ÿc4(Blade)\nGambling
a26	ÿc4(Javelin)\nGambling
a27	ÿc4(Pilum)\nGambling
a28	ÿc4(Short Spear)\nGambling
a29	ÿc4(Glaive)\nGambling
a30	ÿc4(Throwing Spear)\nGambling
a31	ÿc4(Club)\nGambling
a32	ÿc4(Spiked Club)\nGambling
a33	ÿc4(Mace)\nGambling
a34	ÿc4(Morning Star)\nGambling
a35	ÿc4(Flail)\nGambling
a36	ÿc4(War Hammer)\nGambling
a37	ÿc4(Maul)\nGambling
a38	ÿc4(Great Maul)\nGambling
a39	ÿc4(Bardiche)\nGambling
a40	ÿc4(Voulge)\nGambling
a41	ÿc4(Scythe)\nGambling
a42	ÿc4(Poleaxe)\nGambling
a43	ÿc4(Halberd)\nGambling
a44	ÿc4(War Scythe)\nGambling
a45	ÿc4(Scepter)\nGambling
a46	ÿc4(Grand Scepter)\nGambling
a47	ÿc4(War Scepter)\nGambling
a48	ÿc4(Great Scepter)\nGambling
a49	ÿc4(Spear)\nGambling
a50	ÿc4(Trident)\nGambling
a51	ÿc4(Brandistock)\nGambling
a52	ÿc4(Spetum)\nGambling
a53	ÿc4(Pike)\nGambling
a54	ÿc4(Short Staff)\nGambling
a55	ÿc4(Long Staff)\nGambling
a56	ÿc4(Gnarled Staff)\nGambling
a57	ÿc4(Battle Staff)\nGambling
a58	ÿc4(War Staff)\nGambling
a59	ÿc4(Short Sword)\nGambling
a60	ÿc4(Scimitar)\nGambling
a61	ÿc4(Sabre)\nGambling
a62	ÿc4(Falchion)\nGambling
a63	ÿc4(Crystal Sword)\nGambling
a64	ÿc4(Broad Sword)\nGambling
a65	ÿc4(Long Sword)\nGambling
a66	ÿc4(War Sword)\nGambling
a67	ÿc4(Two-Handed Sword)\nGambling
a68	ÿc4(Claymore)\nGambling
a69	ÿc4(Giant Sword)\nGambling
a70	ÿc4(Bastard Sword)\nGambling
a71	ÿc4(Flamberge)\nGambling
a72	ÿc4(Great Sword)\nGambling
a73	ÿc4(Throwing Knife)\nGambling
a74	ÿc4(Throwing Axe)\nGambling
a75	ÿc4(Balanced Knife)\nGambling
a76	ÿc4(Balanced Axe)\nGambling
a77	ÿc4(Wand)\nGambling
a78	ÿc4(Yew Wand)\nGambling
a79	ÿc4(Bone Wand)\nGambling
a80	ÿc4(Grim Wand)\nGambling
a81	ÿc4(Stag Bow)\nGambling
a82	ÿc4(Reflex Bow)\nGambling
a83	ÿc4(Precision Bow)\nGambling
a84	ÿc4(Maiden Spear)\nGambling
a85	ÿc4(Maiden Pike)\nGambling
a86	ÿc4(Maiden Javelin)\nGambling
a87	ÿc4(Katar)\nGambling
a88	ÿc4(Wrist Blade)\nGambling
a89	ÿc4(Hatchet Hands)\nGambling
a90	ÿc4(Cestus)\nGambling
a91	ÿc4(Claws)\nGambling
a92	ÿc4(Blade Talons)\nGambling
a93	ÿc4(Scissors Katar)\nGambling
a94	ÿc4(Ninja To)\nGambling
a95	ÿc4(Tribal Spear)\nGambling
a96	ÿc4(Oak Branch)\nGambling
a97	ÿc4(Ritualistic Dagger)\nGambling
a98	ÿc4(Wretched Scythe)\nGambling
a99	ÿc4(Soul Hunter)\nGambling
b00	ÿc4(Blessed Edge)\nGambling
b01	ÿc4(Eagle Orb)\nGambling
b02	ÿc4(Sacred Globe)\nGambling
b03	ÿc4(Smoked Sphere)\nGambling
b04	ÿc4(Clasped Orb)\nGambling
b05	ÿc4(Jared's Stone)\nGambling
b06	ÿc4(Mana Blade)\nGambling
b07	ÿc4(Cap)\nGambling
b08	ÿc4(Skull Cap)\nGambling
b09	ÿc4(Helm)\nGambling
b10	ÿc4(Full Helm)\nGambling
b11	ÿc4(Great Helm)\nGambling
b12	ÿc4(Mask)\nGambling
b13	ÿc4(Crown)\nGambling
b14	ÿc4(Bone Helm)\nGambling
b15	ÿc4(Spirit Crown)\nGambling
b16	ÿc4(Dwarven Circlet)\nGambling
b17	ÿc4(Hachigane)\nGambling
b18	ÿc4(Circlet)\nGambling
b19	ÿc4(Quilted Armor)\nGambling
b20	ÿc4(Leather Armor)\nGambling
b21	ÿc4(Hard Leather Armor)\nGambling
b22	ÿc4(Studded Leather)\nGambling
b23	ÿc4(Ring Mail)\nGambling
b24	ÿc4(Scale Mail)\nGambling
b25	ÿc4(Chain Mail)\nGambling
b26	ÿc4(Breast Plate)\nGambling
b27	ÿc4(Splint Mail)\nGambling
b28	ÿc4(Plate Mail)\nGambling
b29	ÿc4(Field Plate)\nGambling
b30	ÿc4(Gothic Plate)\nGambling
b31	ÿc4(Full Plate Mail)\nGambling
b32	ÿc4(Ancient Armor)\nGambling
b33	ÿc4(Light Plate)\nGambling
b34	ÿc4(Spiked Shoulder)\nGambling
b35	ÿc4(Elven Chain)\nGambling
b36	ÿc4(Cloak)\nGambling
b37	ÿc4(Robe)\nGambling
b38	ÿc4(Buckler)\nGambling
b39	ÿc4(Small Shield)\nGambling
b40	ÿc4(Large Shield)\nGambling
b41	ÿc4(Kite Shield)\nGambling
b42	ÿc4(Tower Shield)\nGambling
b43	ÿc4(Gothic Shield)\nGambling
b44	ÿc4(Bone Shield)\nGambling
b45	ÿc4(Spiked Shield)\nGambling
b46	ÿc4(Fortress Shield)\nGambling
b47	ÿc4(Leather Gloves)\nGambling
b48	ÿc4(Heavy Gloves)\nGambling
b49	ÿc4(Chain Gloves)\nGambling
b50	ÿc4(Light Gauntlets)\nGambling
b51	ÿc4(Gauntlets)\nGambling
b52	ÿc4(Iron Guards)\nGambling
b53	ÿc4(Boots)\nGambling
b54	ÿc4(Heavy Boots)\nGambling
b55	ÿc4(Chain Boots)\nGambling
b56	ÿc4(Light Plated Boots)\nGambling
b57	ÿc4(Greaves)\nGambling
b58	ÿc4(Crystal Boots)\nGambling
b59	ÿc4(Sash)\nGambling
b60	ÿc4(Light Belt)\nGambling
b61	ÿc4(Belt)\nGambling
b62	ÿc4(Heavy Belt)\nGambling
b63	ÿc4(Plated Belt)\nGambling
b64	ÿc4(Muscle Wrap)\nGambling
b65	ÿc4(Wolf Head)\nGambling
b66	ÿc4(Hawk Helm)\nGambling
b67	ÿc4(Antlers)\nGambling
b68	ÿc4(Falcon Mask)\nGambling
b69	ÿc4(Spirit Mask)\nGambling
b70	ÿc4(Jawbone Cap)\nGambling
b71	ÿc4(Fanged Helm)\nGambling
b72	ÿc4(Horned Helm)\nGambling
b73	ÿc4(Assault Helm)\nGambling
b74	ÿc4(Avenger Guard)\nGambling
b75	ÿc4(Targe)\nGambling
b76	ÿc4(Rondache)\nGambling
b77	ÿc4(Heraldic Shield)\nGambling
b78	ÿc4(Aerin Shield)\nGambling
b79	ÿc4(Crown Shield)\nGambling
b80	ÿc4(Preserved Head)\nGambling
b81	ÿc4(Zombie Head)\nGambling
b82	ÿc4(Unraveller Head)\nGambling
b83	ÿc4(Gargoyle Head)\nGambling
b84	ÿc4(Demon Head)\nGambling
ChitNor	Chit 
ChitNM	Chit 
ChitHell	Chit 
RndStone	Stone
Sightless Archer	Sightless Archer
qqq	ÿc5Anvil Stone
Superior	Superior
t75	output: Anvil Stone\nCube to select output\nCube with a key to extract\nCube with a material to store
sdodesc	mag gets 2-3 sockets\nrar/crf gets 1-2 sockets\nuni/set gets 1 socket\nwhite gets sockets of gem's #\nf/b/p gem for other nor/exc/eli\nn/f/b gems for white nor/exc/eli \nCube with a weapon/armor and
Runeword927	DRAGON
Runeword928	DREAM
ModStrMagMin	to Minimum Magic Damage
ModStrMagMax	to Maximum Magic Damage
cm7	ÿc2Large Charm\nDamage Augmenter(Old)
damage bonus 1	Attack Damage Boost
of Dummy	
StrSkill238	equal to the Lightning Damage\nAlso deals Physical Damage
dfc	ÿc4Devil's Food
jr9	ÿc4Devil's Food Point
t17	(needs 7 pts)\noutput: ÿc3Magicÿc0 -> ÿc9Rareÿc0 LC\nCube to select output\nCube with ÿc4Scroll 27ÿc0 to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
morphing	Morphing
Runeword929	Lynx
Runeword930	Pear
Runeword931	Maniac
Runeword932	Sunny
Runeword933	America
Runeword934	Austria
Runeword935	Britain
Runeword936	Canada
Runeword937	China
Runeword938	France
Runeword939	Germany
Runeword940	Japan
Runeword941	Portugal
Runeword942	Russia
Runeword943	Land
Runeword944	Hercules
Runeword945	Maven
Runeword946	Lawless
kkl	Brass Knuckle
9kl	Tekko
0kl	Raging Knuckle
arm	Battering Arm
9rm	Rock Buster
0rm	Wrecking Arm
b85	ÿc4(Brass Knuckle)\nGambling
b86	ÿc4(Battering Arm)\nGambling
Baal's Body Double	Baal's Bodyguard
Manifer of Slugger	Manifer of Slugger
Tattooed Palm	Tattooed Palm
Thundergod's Anger	Thundergod's Anger
Burning Sleeve	Burning Sleeve
Black Gypsum	Black Gypsum
Protection Circuit	Protection Circuit
StrSkill239	Golem Mastery, Summon Resist
StrSkill240	in this skill or Metal Golem\n+1 Golem per 15 Base Points
StrSkill241	in this skill or Fire Golem\n+1 Golem per 15 Base Points
StrSkill242	Golems: 
StrSkill243	% Fire Damage
StrSkill244	Holy Fire Damage
skillname40	Shock Armor
skillsd40	improves defense and paralyzes attacker
skillld40	and paralyzes enemies that hit you\nincreases your defense rating
skillan40	Shock Armor
Shootplev	+1 Shoot per %d Levels
Runeword947	ÿc16 jewel weapon (merc only)
Runeword948	ÿc16 jewel armor (merc only)
Runeword949	ÿc14 jewel helm/shield (merc only)
StrSkill245	+0.6 Yard per 3 Base Points
StrSkill246	+0.2 Second per Level
StrSkill247	Zeal, Vengeance
StrSkill248	Damage To Self Per 8 Levels
StrSkill249	Pierce Per Level
StrSkill250	Each Golem
StrSkill251	Revive, Skeleton
BoneGolem	Bone Golem
of Shock Armor	of Shock Armor
raises Koyakunin	raises Koyakunin
negates Cannot Be Frozen	negates Cannot Be Frozen
increases All Resists	increases All Resists
steals Dropped Gold	steals Dropped Gold
heals Nagas	heals Nagas
Cow King's Ghost	Cow King's Ghost
Komusume	Komusume
Orochi	Orochi
Inoshishi	Inoshishi
Living Ice	Living Ice
Matagi	Matagi
Namahage	Namahage
Evil Eye	Evil Eye
Akudaikan	Akudaikan
Koyakunin	Koyakunin
Tekkahada	Tekkahada
Snowman	Snowman
Fuyu Shogun	Fuyu Shogun
Abarenbou Shogun	Abarenbou Shogun
Ikidaore	Ikidaore
Acupuncturist	Acupuncturist
Kobe Beef	Kobe Beef
Treant King	Treant King
Cheerleader	Cheerleader
Quarterback	Quarterback
Wide Receiver	Wide Receiver
Linebacker	Linebacker
Defensive End	Defensive End
Defensive Tackle	Defensive Tackle
Cornerback	Cornerback
Safety	Safety
Reporb	Reporb
Infielder	Infielder
Outfielder	Outfielder
Slugger	Slugger
Knuckleballer	Knuckleballer
Manager	Manager
Umpire	Umpire
Pitching Machine	Pitching Machine
Beanball	Beanball
Reziarfg	Reziarfg
Creeping Gold	Creeping Gold
The Gold-Bug	Golden Scarab
Master Thief	Master Thief
Automaton	Automaton
Black Soul	Black Soul
Ghastly Horseman	Ghastly Horseman
Grimalkin	Grimalkin
Izual's Ghost	Izual's Ghost
Pestilence Rat	Pestilence Rat
Shrieker	Shrieker
Tatarashi	Tatarashi
Vile Swordsman	Vile Swordsman
Naga High Guards	Naga Guards
Hell Shooter	Hell Shooter
Harridan	Harridan
Harridan's Cuss	Harridan's Cuss
Ghost Dinosaur	Ghost Dinosaur
Nagini	Nagini
Wyvern	Wyvern
Electrocuter	Electrocuter
Lava Fiend	Lava Fiend
Guardian0	Lister the Revenger
Guardian1	Nikartana the Mangler
Guardian2	Fatalstorm the Suffocator
Guardian3	Metalspark the Fuseless
Guardian4	Magmajuggler the Fiendish
StrSkill252	+4% Less Mana Consumption per Base Point
cpndesc2	with 2 sockets\nto make a LoD unique\nCube 3 coupons of a kind
cpndescm	with 1 more socket\nto make a LoD unique\nCube 3 coupons of a kind
cpndescj	with 1 socket and +1 to all skills\na LoD unique ring or amulet\nCube 3 coupons of a kind to make
Warlord of Blood	Blood Warlord
Hell Rocker	Hell Rocker
Hell Singer	Hell Singer
morphdesc1	transform into diablo
morphdesc2	transform into female vampire
morphdesc3	transform into rogue
morphdesc4	transform into ihsan
morphdesc5	transform into lich
morphdesc6	transform into dark brother
morphdesc7	transform into black knight
morphdesc8	transform into green knight
morphdesc9	transform into enchantress
morphdesc10	transform into witch
morphdesc11	transform into treant
morphdesc12	transform into cow king
Runeword950	Rhino
Runeword951	Kick
Runeword952	Woodsman
Bearplev	: +1 Bear per 25 Levels
Valkplev	: +1 Valkyrie per 25 Levels
ESkillABear	Bears: 
ag0	Anya's Gift
ag0desc	Cube to unwrap the gift
ag8	Adventurer's Pack
oil	Rogin Oil
oildesc	ÿc9Also converts FBR and IBC to FHR\nfrom defensive skills of your class\ndefense bonus and 1-30% dodge chance\n2H Melee Passive receivesÿc0\nto add/remove a bonus oskill\nCube with a 2H Melee Weapon
StrSkill253	Fire Skill Damage: 
StrSkill254	Cold Skill Damage: 
StrSkill255	Lightning Skill Damage: 
of Damage	of Damage
Runeword953	Rainy Season
Runeword954	Rebellion
Runeword955	Airship
Runeword956	Shank
Runeword957	Navel
Runeword958	Swamp
r50	ÿc;Null Rune
r84	ÿc3Moon Rune
r85	ÿc3Fire Rune
r86	ÿc3Water Rune
r87	ÿc3Wood Rune
r88	ÿc3Metal Rune
r89	ÿc3Earth Rune
r90	ÿc3Sun Rune
r91	ÿc3Thunder Rune
r92	ÿc3Wind Rune
r93	ÿc3Dragon Rune
r94	ÿc3Life Rune
r95	ÿc3Death Rune
r96	ÿc3Heaven Rune
r97	ÿc3God Rune
r50L	Null
r84L	Moon
r85L	Fire
r86L	Water
r87L	Wood
r88L	Metal
r89L	Earth
r90L	Sun
r91L	Thunder
r92L	Wind
r93L	Dragon
r94L	Life
r95L	Death
r96L	Heaven
r97L	God
can9	Crystal Can
xr0	ÿc3Chipped Frozen Soul
xr1	ÿc5Chipped Shadow Quartz
xr2	ÿc1Chipped Bleeding Stone
xr3	ÿc9Chipped Burning Sulphur
xr4	ÿc3Chipped Dark Azurite
xr5	ÿc:Chipped Bitter Peridot
xr6	ÿc7Chipped Pulsing Opal
xr7	ÿc1Chipped Enigmatic Cinnabar
xr8	ÿc2Chipped Tomb Jade
xr9	ÿc/Chipped Solid Mercury
xrx	ÿc8Chipped Storm Amber
xry	ÿc;Chipped Tainted Tourmaline
xt0	ÿc3Frozen Soul
xt1	ÿc5Shadow Quartz
xt2	ÿc1Bleeding Stone
xt3	ÿc9Burning Sulphur
xt4	ÿc3Dark Azurite
xt5	ÿc:Bitter Peridot
xt6	ÿc7Pulsing Opal
xt7	ÿc1Enigmatic Cinnabar
xt8	ÿc2Tomb Jade
xt9	ÿc/Solid Mercury
xtx	ÿc8Storm Amber
xty	ÿc;Tainted Tourmaline
xu0	output: ÿc3Frozen Soulÿc0\nCube to select output crystal\nCube with an opener to extract\nCube with a crystal to store
xu1	output: ÿc5Shadow Quartzÿc0\nCube to select output crystal\nCube with an opener to extract\nCube with a crystal to store
xu2	output: ÿc1Bleeding Stoneÿc0\nCube to select output crystal\nCube with an opener to extract\nCube with a crystal to store
xu3	output: ÿc9Burning Sulphurÿc0\nCube to select output crystal\nCube with an opener to extract\nCube with a crystal to store
xu4	output: ÿc3Dark Azuriteÿc0\nCube to select output crystal\nCube with an opener to extract\nCube with a crystal to store
xu5	output: ÿc:Bitter Peridotÿc0\nCube to select output crystal\nCube with an opener to extract\nCube with a crystal to store
xu6	output: ÿc7Pulsing Opalÿc0\nCube to select output crystal\nCube with an opener to extract\nCube with a crystal to store
xu7	output: ÿc1Enigmatic Cinnabarÿc0\nCube to select output crystal\nCube with an opener to extract\nCube with a crystal to store
xu8	output: ÿc2Tomb Jadeÿc0\nCube to select output crystal\nCube with an opener to extract\nCube with a crystal to store
xu9	output: ÿc/Solid Mercuryÿc0\nCube to select output crystal\nCube with an opener to extract\nCube with a crystal to store
xux	output: ÿc8Storm Amberÿc0\nCube to select output crystal\nCube with an opener to extract\nCube with a crystal to store
xuy	output: ÿc;Tainted Tourmalineÿc0\nCube to select output crystal\nCube with an opener to extract\nCube with a crystal to store
s50	output: ÿc;Nullÿc0\nCube to select output\nCube with a key to extract\nCube with a rune to store
ore	ÿc7Ore
oredesc	Cube to extract crystals
Uni Ore 0	ÿc7Ore
Uni Ore 1	ÿc7Ore
Uni Ore 2	ÿc7Ore
Uni Ore 3	ÿc7Ore
Uni Ore 4	ÿc7Ore
Uni Ore 5	ÿc7Ore
Uni Ore 6	ÿc7Ore
Uni Ore 7	ÿc7Ore
Uni Ore 8	ÿc7Ore
Uni Ore 9	ÿc7Ore
Uni Ore 10	ÿc7Ore
Uni Ore 11	ÿc7Ore
Uni Ore 12	ÿc7Ore
Uni Ore 13	ÿc7Ore
Uni Ore 14	ÿc7Ore
Uni Ore 15	ÿc7Ore
Leatherarm	Harukoma Dayuu
Maneater	Maneater
Mind Sucker	Mind Sucker
Twisted	Twisted
Living Maul	Living Maul
Trample Spider	Trample Spider
ModitemdamWindsk	to Wind Skill Damage
Forged Equ	ÿc;*** Forged (Equipment) ***
Runeword959	ÿc13 jewel charm (prohibited)
Runeword960	Diablo
StrSkill256	Damage Reduced by 1% per Base Point
StrSkill257	: +1% Fire Absorb per 2 Levels
StrSkill258	: +1% Lightning Absorb per 2 Levels
StrSkill259	: +1% Cold Absorb per 2 Levels
StrSkill260	Faster Recovery per Level
StrSkill261	Bone Wall, Prison
StrSkill262	Bone Spirit, Wave
StrSkill263	Animation Length 1 frame
StrSkill264	Magic Damage per Base Point (Max 20%)\nConverts 1% Physical Damage to
StrSkill265	+55% Extra Mastery for any Base Point
StrSkill266	Missiles Pierce Enemies
me0	Magic Eraser (Page 1)
me1	Magic Eraser (Page 2)
me2	Magic Eraser (Page 3)
me3	Magic Eraser (Page 4)
me4	Magic Eraser (Page 5)
me5	Magic Eraser (Page 6)
me6	Magic Eraser (Page 7)
me7	Magic Eraser (Page 8)
me8	Magic Eraser (Page 9)
me0desc	use f-gem for ÿc9/lvl mods\nÿc0stam:PMH key:RIP\nantd:PLR thaw:Freeze\nheal:DefMis mana:DefMel\nÿc9c-eme:ResP c-obs:MF\nc-top:ResL c-sku:Gold\nc-sap:ResC c-ame:Def%\nc-rub:ResF c-dia:Def\nÿc0Cube for the next page\na marker to remove a mod\nCube with an item and
me1desc	use f-gem for ÿc9/lvl mods\nÿc0stam:SlowSt key:-Req\nantd:FHR thaw:HFD\nheal:Lsteal mana:Msteal\nÿc9c-eme:P-Dm c-obs:AR-D\nc-top:L-Dm c-sku:Dm-D\nc-sap:C-Dm c-ame:AR-U\nc-rub:F-Dm c-dia:Dm-U\nÿc0Cube for the next page\na marker to remove a mod\nCube with an item and
me2desc	use f-gem for ÿc9/lvl mods\nÿc0stam:HealSt key:Block\nantd:FBR thaw:CBF\nheal:RepL mana:RgnM\nÿc9c-top:Vit c-obs:CB\nc-sap:Ene c-sku:OW\nc-eme:Dex c-rub:DS\nc-ame:Str c-dia:M-Dm\nÿc0Cube for the next page\na marker to remove a mod\nCube with an item and
me3desc	use f-gem for ÿc9/lvl mods\nÿc0stam:FRW key:IAS\nantd:FCR thaw:Dkill\nheal:Lkill mana:Mkill\nÿc9c-eme:Dmg% c-obs:ATD\nc-top:MaxDm c-sku:Stam\nc-sap:AR% c-ame:Mana\nc-rub:AR c-dia:Life\nÿc0Cube for the next page\na marker to remove a mod\nCube with an item and
me4desc	stam:DtoM key:Pierce\nantd:DR% thaw:ATLD\nheal:DR mana:MDR\nc-eme:MinDm c-obs:Dur%\nc-top:AbsL c-sku:AbsL%\nc-sap:AbsC c-ame:AbsC%\nc-rub:AbsF c-dia:AbsF%\nCube for the next page\na marker to remove a mod\nCube with an item and
me5desc	stam:ITD key:Lradius\nantd:-MonDf thaw:-TgtDf\nheal:Life% mana:Mana%\nc-top:Dru c-obs:FireSk\nc-ame:Bar c-sap:Sor\nc-rub:Asn c-dia:Pal\nc-eme:Ama c-sku:Nec\nCube for the next page\na marker to remove a mod\nCube with an item and
me6desc	c-sap:FireSpells\nc-dia:PalCombat\nc-sku:Curses\nc-top:DruSummon\nc-ame:BarCombat\nc-rub:Traps\nc-eme:Bow&Crossbow\nCube for the next page\na marker to remove a mod\nCube with an item and
me7desc	c-sap:LightningSpells\nc-dia:OffensiveAuras\nc-sku:Poison&Bone\nc-top:Shapeshifting\nc-ame:Masteries\nc-rub:ShadowDisciplines\nc-eme:Passive&Magic\nCube for the next page\na marker to remove a mod\nCube with an item and
me8desc	c-sap:ColdSpells\nc-dia:DefensiveAuras\nc-sku:NecSummon\nc-top:Elemental\nc-ame:Warcries\nc-rub:MartialArts\nc-eme:Javelin&Spear\nCube for the next page\na marker to remove a mod\nCube with an item and
jr11	ÿc9Ring Point
jr12	ÿc9Amulet Point
jr13	ÿc9Jewel Point
jr14	ÿc9SC Point
jr15	ÿc9LC Point
jr16	ÿc9GC Point
jr17	ÿc9Arrow Point
jr18	ÿc9Bolt Point
t18	(needs 3 pts)\noutput: ÿc9Rareÿc0 -> ÿc9Rareÿc0 LC\nCube to select output\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t19	(needs 3 pts)\noutput: ÿc3Magicÿc0 -> ÿc3Magicÿc0 GC\nCube to select output\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t20	(needs 7 pts)\noutput: ÿc3Magicÿc0 -> ÿc9Rareÿc0 GC\nCube to select output\nCube with ÿc4Scroll 27ÿc0 to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t21	(needs 3 pts)\noutput: ÿc9Rareÿc0 -> ÿc9Rareÿc0 GC\nCube to select output\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t22	(needs 3 pts)\noutput: ÿc3Magicÿc0 -> ÿc3Magicÿc0 Arrow\nCube to select output\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t23	(needs 7 pts)\noutput: ÿc3Magicÿc0 -> ÿc9Rareÿc0 Arrow\nCube to select output\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t24	(needs 3 pts)\noutput: ÿc9Rareÿc0 -> ÿc9Rareÿc0 Arrow\nCube to select output\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t25	(needs 7 pts)\noutput: ÿc9Rareÿc0 -> ÿc4Uniqueÿc0 Arrow\nCube to select output\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t26	(needs 3 pts)\noutput: ÿc3Magicÿc0 -> ÿc3Magicÿc0 Bolt\nCube to select output\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t27	(needs 7 pts)\noutput: ÿc3Magicÿc0 -> ÿc9Rareÿc0 Bolt\nCube to select output\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t28	(needs 3 pts)\noutput: ÿc9Rareÿc0 -> ÿc9Rareÿc0 Bolt\nCube to select output\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t29	(needs 7 pts)\noutput: ÿc9Rareÿc0 -> ÿc4Uniqueÿc0 Bolt\nCube to select output\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t30	(needs 5 pts)\noutput: ÿc4Devil's Foodÿc0 \nCube to select output\nCube with a key to extract\nto make Devil's Foods\nCube with a unique ring/amulet
of Explosive Arrow	of Explosive Arrow
of Magic Arrow	of Magic Arrow
of Replenishment	of Replenishment
Forged Jew	ÿc;*** Forged (Jewel) ***
Merc Forged	ÿc1*** Merc Only Conversion ***
dmgaugdesc	Re-equip to update Passive Bonus\n+1% to Summon Damage per 2 base Ene\n+1% to Mag/Wind Damage per 6 base Ene\n+1% to F/C/L/P Damage per 4 base Ene\n+1 to Max Damage per 2-4 base Str/Dex\n+1% to Total Attack Damage per Level
skillld117	enhances your shield with divine power
Skillname445	2H Melee Passive
Skillname446	General Passive
Skillname452	Werebear
Skillsd452	transform into a werebear
StrSkill267	Chance To Dodge: 
StrSkill268	+0.67 yard per 4 Base Points
StrSkill269	+1% Chance to Dodge per Base Point
StrSkill270	ÿc9(General Passive Bonus)\n5% Faster Hit Recovery per Base Pointÿc0
StrSkill271	ÿc9(General Passive Bonus)\n+5% Attack Rating per Base Point\n+2% Pierce per Base Pointÿc0
StrSkill272	+5% Max Life per Base Point
Runeword961	Master of Fire
Runeword962	Master of Water
Runeword963	Master of Thunder
Runeword964	Angel
